date,phase,phase_label,is_weekend,semester
2025-03-28,regular,Regular Teaching Week,0,2025S
2025-03-29,regular,Regular Teaching Week,1,2025S
2025-03-30,regular,Regular Teaching Week,1,2025S
2025-03-31,regular,Regular Teaching Week,0,2025S
2025-04-01,regular,Regular Teaching Week,0,2025S
2025-04-02,regular,Regular Teaching Week,0,2025S
2025-04-03,regular,Regular Teaching Week,0,2025S
2025-04-04,regular,Regular Teaching Week,0,2025S
2025-04-05,regular,Regular Teaching Week,1,2025S
2025-04-06,regular,Regular Teaching Week,1,2025S
2025-04-07,regular,Regular Teaching Week,0,2025S
2025-04-08,regular,Regular Teaching Week,0,2025S
2025-04-09,regular,Regular Teaching Week,0,2025S
2025-04-10,regular,Regular Teaching Week,0,2025S
2025-04-11,regular,Regular Teaching Week,0,2025S
2025-04-12,regular,Regular Teaching Week,1,2025S
2025-04-13,regular,Regular Teaching Week,1,2025S
2025-04-14,regular,Regular Teaching Week,0,2025S
2025-04-15,regular,Regular Teaching Week,0,2025S
2025-04-16,regular,Regular Teaching Week,0,2025S
2025-04-17,regular,Regular Teaching Week,0,2025S
2025-04-18,regular,Regular Teaching Week,0,2025S
2025-04-19,regular,Regular Teaching Week,1,2025S
2025-04-20,regular,Regular Teaching Week,1,2025S
2025-04-21,regular,Regular Teaching Week,0,2025S
2025-04-22,regular,Regular Teaching Week,0,2025S
2025-04-23,regular,Regular Teaching Week,0,2025S
2025-04-24,regular,Regular Teaching Week,0,2025S
2025-04-25,regular,Regular Teaching Week,0,2025S
2025-04-26,regular,Regular Teaching Week,1,2025S
2025-04-27,regular,Regular Teaching Week,1,2025S
2025-04-28,regular,Regular Teaching Week,0,2025S
2025-04-29,regular,Regular Teaching Week,0,2025S
2025-04-30,regular,Regular Teaching Week,0,2025S
2025-05-01,regular,Regular Teaching Week,0,2025S
2025-05-02,regular,Regular Teaching Week,0,2025S
2025-05-03,regular,Regular Teaching Week,1,2025S
2025-05-04,regular,Regular Teaching Week,1,2025S
2025-05-05,regular,Regular Teaching Week,0,2025S
2025-05-06,regular,Regular Teaching Week,0,2025S
2025-05-07,regular,Regular Teaching Week,0,2025S
2025-05-08,regular,Regular Teaching Week,0,2025S
2025-05-09,regular,Regular Teaching Week,0,2025S
2025-05-10,regular,Regular Teaching Week,1,2025S
2025-05-11,regular,Regular Teaching Week,1,2025S
2025-05-12,regular,Regular Teaching Week,0,2025S
2025-05-13,regular,Regular Teaching Week,0,2025S
2025-05-14,regular,Regular Teaching Week,0,2025S
2025-05-15,regular,Regular Teaching Week,0,2025S
2025-05-16,regular,Regular Teaching Week,0,2025S
2025-05-17,regular,Regular Teaching Week,1,2025S
2025-05-18,regular,Regular Teaching Week,1,2025S
2025-05-19,regular,Regular Teaching Week,0,2025S
2025-05-20,regular,Regular Teaching Week,0,2025S
2025-05-21,regular,Regular Teaching Week,0,2025S
2025-05-22,regular,Regular Teaching Week,0,2025S
2025-05-23,regular,Regular Teaching Week,0,2025S
2025-05-24,regular,Regular Teaching Week,1,2025S
2025-05-25,regular,Regular Teaching Week,1,2025S
2025-05-26,regular,Regular Teaching Week,0,2025S
2025-05-27,regular,Regular Teaching Week,0,2025S
2025-05-28,regular,Regular Teaching Week,0,2025S
2025-05-29,regular,Regular Teaching Week,0,2025S
2025-05-30,regular,Regular Teaching Week,0,2025S
2025-05-31,regular,Regular Teaching Week,1,2025S
2025-06-01,regular,Regular Teaching Week,1,2025S
2025-06-02,regular,Regular Teaching Week,0,2025S
2025-06-03,regular,Regular Teaching Week,0,2025S
2025-06-04,regular,Regular Teaching Week,0,2025S
2025-06-05,regular,Regular Teaching Week,0,2025S
2025-06-06,regular,Regular Teaching Week,0,2025S
2025-06-07,regular,Regular Teaching Week,1,2025S
2025-06-08,regular,Regular Teaching Week,1,2025S
2025-06-09,regular,Regular Teaching Week,0,2025S
2025-06-10,regular,Regular Teaching Week,0,2025S
2025-06-11,regular,Regular Teaching Week,0,2025S
2025-06-12,regular,Regular Teaching Week,0,2025S
2025-06-13,regular,Regular Teaching Week,0,2025S
2025-06-14,regular,Regular Teaching Week,1,2025S
2025-06-15,regular,Regular Teaching Week,1,2025S
2025-06-16,regular,Regular Teaching Week,0,2025S
2025-06-17,regular,Regular Teaching Week,0,2025S
2025-06-18,regular,Regular Teaching Week,0,2025S
2025-06-19,regular,Regular Teaching Week,0,2025S
2025-06-20,regular,Regular Teaching Week,0,2025S
2025-06-21,regular,Regular Teaching Week,1,2025S
2025-06-22,regular,Regular Teaching Week,1,2025S
2025-06-23,exam,Examination Week,0,2025S
2025-06-24,exam,Examination Week,0,2025S
2025-06-25,exam,Examination Week,0,2025S
2025-06-26,exam,Examination Week,0,2025S
2025-06-27,exam,Examination Week,0,2025S
2025-06-28,exam,Examination Week,1,2025S
2025-06-29,exam,Examination Week,1,2025S
2025-06-30,exam,Examination Week,0,2025S
2025-07-01,exam,Examination Week,0,2025S
2025-07-02,exam,Examination Week,0,2025S
2025-07-03,regular,Regular Teaching Week,0,2025S
2025-07-04,regular,Regular Teaching Week,0,2025S
2025-07-05,regular,Regular Teaching Week,1,2025S
2025-07-06,regular,Regular Teaching Week,1,2025S
2025-07-07,vacation,Vacation,0,2025S
2025-07-08,vacation,Vacation,0,2025S
2025-07-09,vacation,Vacation,0,2025S
2025-07-10,vacation,Vacation,0,2025S
2025-07-11,vacation,Vacation,0,2025S
2025-07-12,vacation,Vacation,1,2025S
2025-07-13,vacation,Vacation,1,2025S
2025-07-14,vacation,Vacation,0,2025S
2025-07-15,vacation,Vacation,0,2025S
2025-07-16,vacation,Vacation,0,2025S
2025-07-17,vacation,Vacation,0,2025S
2025-07-18,vacation,Vacation,0,2025S
2025-07-19,vacation,Vacation,1,2025S
2025-07-20,vacation,Vacation,1,2025S
2025-07-21,vacation,Vacation,0,2025S
2025-07-22,vacation,Vacation,0,2025S
2025-07-23,vacation,Vacation,0,2025S
2025-07-24,vacation,Vacation,0,2025S
2025-07-25,vacation,Vacation,0,2025S
2025-07-26,vacation,Vacation,1,2025S
2025-07-27,vacation,Vacation,1,2025S
2025-07-28,vacation,Vacation,0,2025S
2025-07-29,vacation,Vacation,0,2025S
2025-07-30,vacation,Vacation,0,2025S
2025-07-31,vacation,Vacation,0,2025S
2025-08-01,vacation,Vacation,0,
2025-08-02,vacation,Vacation,1,
2025-08-03,vacation,Vacation,1,
2025-08-04,vacation,Vacation,0,
2025-08-05,vacation,Vacation,0,
2025-08-06,vacation,Vacation,0,
2025-08-07,vacation,Vacation,0,
2025-08-08,vacation,Vacation,0,
2025-08-09,vacation,Vacation,1,
2025-08-10,vacation,Vacation,1,
2025-08-11,vacation,Vacation,0,
2025-08-12,vacation,Vacation,0,
2025-08-13,vacation,Vacation,0,
2025-08-14,vacation,Vacation,0,
2025-08-15,vacation,Vacation,0,
2025-08-16,vacation,Vacation,1,
2025-08-17,vacation,Vacation,1,
2025-08-18,vacation,Vacation,0,
2025-08-19,vacation,Vacation,0,
2025-08-20,vacation,Vacation,0,
2025-08-21,vacation,Vacation,0,
2025-08-22,vacation,Vacation,0,
2025-08-23,vacation,Vacation,1,
2025-08-24,vacation,Vacation,1,
2025-08-25,vacation,Vacation,0,
2025-08-26,vacation,Vacation,0,
2025-08-27,vacation,Vacation,0,
2025-08-28,vacation,Vacation,0,
2025-08-29,vacation,Vacation,0,
2025-08-30,vacation,Vacation,1,
2025-08-31,vacation,Vacation,1,
2025-09-01,start,Semester-Start Week,0,2025F
2025-09-02,start,Semester-Start Week,0,2025F
2025-09-03,start,Semester-Start Week,0,2025F
2025-09-04,start,Semester-Start Week,0,2025F
2025-09-05,start,Semester-Start Week,0,2025F
2025-09-06,start,Semester-Start Week,1,2025F
2025-09-07,start,Semester-Start Week,1,2025F
2025-09-08,start,Semester-Start Week,0,2025F
2025-09-09,start,Semester-Start Week,0,2025F
2025-09-10,start,Semester-Start Week,0,2025F
2025-09-11,selection,Course-Selection Week,0,2025F
2025-09-12,selection,Course-Selection Week,0,2025F
2025-09-13,selection,Course-Selection Week,1,2025F
2025-09-14,selection,Course-Selection Week,1,2025F
2025-09-15,selection,Course-Selection Week,0,2025F
2025-09-16,selection,Course-Selection Week,0,2025F
2025-09-17,selection,Course-Selection Week,0,2025F
2025-09-18,regular,Regular Teaching Week,0,2025F
2025-09-19,regular,Regular Teaching Week,0,2025F
2025-09-20,regular,Regular Teaching Week,1,2025F
2025-09-21,regular,Regular Teaching Week,1,2025F
2025-09-22,regular,Regular Teaching Week,0,2025F
2025-09-23,regular,Regular Teaching Week,0,2025F
2025-09-24,regular,Regular Teaching Week,0,2025F
2025-09-25,regular,Regular Teaching Week,0,2025F
2025-09-26,regular,Regular Teaching Week,0,2025F
2025-09-27,regular,Regular Teaching Week,1,2025F
2025-09-28,regular,Regular Teaching Week,1,2025F
2025-09-29,regular,Regular Teaching Week,0,2025F
2025-09-30,regular,Regular Teaching Week,0,2025F
2025-10-01,vacation,Vacation,0,2025F
2025-10-02,vacation,Vacation,0,2025F
2025-10-03,vacation,Vacation,0,2025F
2025-10-04,vacation,Vacation,1,2025F
2025-10-05,vacation,Vacation,1,2025F
2025-10-06,vacation,Vacation,0,2025F
2025-10-07,vacation,Vacation,0,2025F
2025-10-08,regular,Regular Teaching Week,0,2025F
2025-10-09,regular,Regular Teaching Week,0,2025F
2025-10-10,regular,Regular Teaching Week,0,2025F
2025-10-11,regular,Regular Teaching Week,1,2025F
2025-10-12,regular,Regular Teaching Week,1,2025F
2025-10-13,regular,Regular Teaching Week,0,2025F
2025-10-14,regular,Regular Teaching Week,0,2025F
2025-10-15,regular,Regular Teaching Week,0,2025F
2025-10-16,regular,Regular Teaching Week,0,2025F
2025-10-17,regular,Regular Teaching Week,0,2025F
2025-10-18,regular,Regular Teaching Week,1,2025F
2025-10-19,regular,Regular Teaching Week,1,2025F
2025-10-20,regular,Regular Teaching Week,0,2025F
2025-10-21,regular,Regular Teaching Week,0,2025F
2025-10-22,regular,Regular Teaching Week,0,2025F
2025-10-23,regular,Regular Teaching Week,0,2025F
2025-10-24,regular,Regular Teaching Week,0,2025F
2025-10-25,regular,Regular Teaching Week,1,2025F
2025-10-26,regular,Regular Teaching Week,1,2025F
2025-10-27,regular,Regular Teaching Week,0,2025F
2025-10-28,regular,Regular Teaching Week,0,2025F
2025-10-29,regular,Regular Teaching Week,0,2025F
2025-10-30,regular,Regular Teaching Week,0,2025F
2025-10-31,regular,Regular Teaching Week,0,2025F
2025-11-01,regular,Regular Teaching Week,1,2025F
2025-11-02,regular,Regular Teaching Week,1,2025F
2025-11-03,regular,Regular Teaching Week,0,2025F
2025-11-04,regular,Regular Teaching Week,0,2025F
2025-11-05,regular,Regular Teaching Week,0,2025F
2025-11-06,regular,Regular Teaching Week,0,2025F
2025-11-07,regular,Regular Teaching Week,0,2025F
2025-11-08,regular,Regular Teaching Week,1,2025F
2025-11-09,regular,Regular Teaching Week,1,2025F
2025-11-10,regular,Regular Teaching Week,0,2025F
2025-11-11,regular,Regular Teaching Week,0,2025F
2025-11-12,regular,Regular Teaching Week,0,2025F
2025-11-13,regular,Regular Teaching Week,0,2025F
2025-11-14,regular,Regular Teaching Week,0,2025F
2025-11-15,regular,Regular Teaching Week,1,2025F
2025-11-16,regular,Regular Teaching Week,1,2025F
2025-11-17,regular,Regular Teaching Week,0,2025F
2025-11-18,regular,Regular Teaching Week,0,2025F
2025-11-19,regular,Regular Teaching Week,0,2025F
2025-11-20,regular,Regular Teaching Week,0,2025F
2025-11-21,regular,Regular Teaching Week,0,2025F
2025-11-22,regular,Regular Teaching Week,1,2025F
2025-11-23,regular,Regular Teaching Week,1,2025F
2025-11-24,regular,Regular Teaching Week,0,2025F
2025-11-25,regular,Regular Teaching Week,0,2025F
2025-11-26,regular,Regular Teaching Week,0,2025F
2025-11-27,regular,Regular Teaching Week,0,2025F
2025-11-28,regular,Regular Teaching Week,0,2025F
2025-11-29,regular,Regular Teaching Week,1,2025F
2025-11-30,regular,Regular Teaching Week,1,2025F
2025-12-01,regular,Regular Teaching Week,0,2025F
2025-12-02,regular,Regular Teaching Week,0,2025F
2025-12-03,regular,Regular Teaching Week,0,2025F
2025-12-04,regular,Regular Teaching Week,0,2025F
2025-12-05,regular,Regular Teaching Week,0,2025F
2025-12-06,regular,Regular Teaching Week,1,2025F
2025-12-07,regular,Regular Teaching Week,1,2025F
2025-12-08,regular,Regular Teaching Week,0,2025F
2025-12-09,regular,Regular Teaching Week,0,2025F
2025-12-10,regular,Regular Teaching Week,0,2025F
2025-12-11,regular,Regular Teaching Week,0,2025F
2025-12-12,regular,Regular Teaching Week,0,2025F
2025-12-13,regular,Regular Teaching Week,1,2025F
2025-12-14,regular,Regular Teaching Week,1,2025F
2025-12-15,regular,Regular Teaching Week,0,2025F
2025-12-16,regular,Regular Teaching Week,0,2025F
2025-12-17,regular,Regular Teaching Week,0,2025F
2025-12-18,regular,Regular Teaching Week,0,2025F
2025-12-19,regular,Regular Teaching Week,0,2025F
2025-12-20,regular,Regular Teaching Week,1,2025F
2025-12-21,regular,Regular Teaching Week,1,2025F
2025-12-22,exam,Examination Week,0,2025F
2025-12-23,exam,Examination Week,0,2025F
2025-12-24,exam,Examination Week,0,2025F
2025-12-25,exam,Examination Week,0,2025F
2025-12-26,exam,Examination Week,0,2025F
2025-12-27,exam,Examination Week,1,2025F
2025-12-28,exam,Examination Week,1,2025F
2025-12-29,exam,Examination Week,0,2025F
2025-12-30,exam,Examination Week,0,2025F
2025-12-31,exam,Examination Week,0,2025F
