object_id,category,course_id,size_mb,tier_static,freq_7d,recency_days,assoc_score,access_cnt_next_7d,label_hot_next_7d
be65c67261083237,archive,,62.969,warm,0,999,0.0,0,0
2c622d4788092b6a,course_material,4e3a635cec6cfd05,24.93,hot,0,0,0.0398,0,0
361f7d30442fe269,course_material,c47900dbc0e95cfe,4.068,hot,0,0,0.0357,0,0
4f064de8f7e64b11,course_material,1830c9d78d3bfc1e,13.475,hot,1,0,0.0387,0,0
efb2d8b4855087c2,media,84ed49b0eb56c9e3,8.286,warm,0,33,0.0302,0,0
c2a09472e42283be,grades,facd0db042a6880c,118.026,warm,1,5,0.0781,0,0
ca8c4bd211fba322,media,2b4e3674e2cb461a,6.462,warm,0,794,0.0387,0,0
08143db036298c77,course_material,ff908f573ba3e326,84.078,warm,0,23,0.0214,0,0
f510d3f10b6a7683,course_material,1514acdea4b17a47,4.043,hot,0,0,0.0626,0,0
e98e41396591a962,assignment,7d163412d4e81890,10.584,warm,0,22,0.025,0,0
c1fabdd5bb9ca97d,course_material,b8a382116cef6f0f,420.734,cold,0,999,0.0284,0,0
a2b25638102a0b86,assignment,6f3ad8f9400f7e09,3.73,warm,0,38,0.0221,0,0
d5b59013fe21fdf6,course_material,7dcd0b7f5c539a77,1526.588,cold,0,23,0.0225,0,0
0ecc99bb1808781a,course_material,6509e55b2e67f798,5.806,hot,0,8,0.0147,0,0
c8f664e2e2773d06,media,0ef99458a0d0bd10,7.149,warm,0,43,0.011,0,0
af3d263524475a5f,media,ea1c483d095f25d7,13.951,warm,0,22,0.0438,0,0
164a690f095764d0,course_material,5a2121589ae73c72,115.529,warm,0,0,0.0475,0,0
f8cf19a5ef62f281,assignment,16c28278acd57802,13.284,warm,0,618,0.0158,0,0
7ffaa225cd26b44a,media,97830a98ab463399,4.899,warm,0,8,0.0317,0,0
45f47cdd52d4513a,assignment,a89bd2da427906fb,12.321,warm,0,999,0.0309,0,0
3797ea71ae2b1d33,media,571a4b973a2dc01d,5.906,warm,0,999,0.0575,0,0
ac70d0a96de11a9c,course_material,e9bd82c2fe6ff3ff,5.329,hot,0,0,0.056,0,0
68c216deec4a30b3,course_material,cea688b9a6d67583,559.262,cold,0,0,0.1083,0,0
e222c25d3b8e2301,media,d053a538b3cac7db,4.057,warm,0,13,0.0354,0,0
207fc0f9c453caf1,course_material,e3d7132fc56c8b3b,9.449,hot,1,0,0.0541,0,0
b30266eb62df323b,course_material,c3766368c2551bed,158.5,warm,0,30,0.0195,0,0
bac82697f325a5c3,exam_material,7dcd0b7f5c539a77,4.337,warm,0,0,0.0225,0,0
ac313f7394f9539c,media,d28b717b793966d4,60.754,warm,0,16,0.021,0,0
47cc5519154a8ea5,course_material,39b4b8c64ddcb028,2.102,hot,1,2,0.0221,0,0
69695de81214098c,assignment,9c83efb51e845c9d,1.85,warm,0,0,0.0331,0,0
dc8208a3c01bff25,archive,,1.617,warm,0,12,0.0,0,0
5c6eade8eb02a0bb,course_material,3cf10b7f4b046d68,4.165,hot,0,999,0.0221,0,0
cdb41c35d841602b,media,73aef6cbddf3cde2,4.953,warm,0,0,0.0236,0,0
ca18c1480c4a0748,assignment,b5502d580cc06b77,41.224,warm,0,0,0.0295,0,0
1c6b5b45f477fe99,course_material,10d9b448e2877062,1676.693,cold,0,0,0.0424,0,0
85868d921cd87129,course_material,313f4a2d57b23755,4.503,hot,0,999,0.0313,0,0
1e1bf308e5eb3626,system_log,,1.333,hot,0,0,0.0,0,0
96dc702c755ccdaf,system_log,,2.883,hot,0,38,0.0,0,0
592003dc08ed2109,grades,8cf15ad3b95918a7,58.699,warm,0,260,0.0085,0,0
64b09d4f1a7a42a3,course_selection_data,41b9801fb8f8d58b,8.603,hot,0,249,0.0324,0,0
b9c73b56be85c110,assignment,0c7f63d243def603,134.873,warm,1,0,0.0365,0,0
fb1a43a035296dd9,system_log,,21.177,hot,1,0,0.0,0,0
8002391689fbf756,system_log,,17.794,hot,0,999,0.0,0,0
fd1d4bab76bc87c3,course_material,16c3894a6f74a960,62.205,warm,0,140,0.0306,0,0
96c602181be63e12,course_material,ace519f0040ddb57,30.053,hot,1,0,0.0188,1,1
7b6d0b90c1231951,media,e3d7132fc56c8b3b,3.137,warm,0,0,0.0541,0,0
f5ea6b3a0d8a0c1b,media,72e034ba87b8602b,94.477,warm,0,429,0.0177,0,0
c1edbc8d5fd830db,grades,16c3894a6f74a960,60.39,warm,0,999,0.0306,0,0
bd7ef9a3d88519eb,system_log,,4.863,hot,0,22,0.0,0,0
f56cf91d29eb3cb6,media,e1a10ce4c1244cdc,4.563,warm,0,0,0.0217,0,0
0099ca9fc58c83ba,assignment,905b73469fcb56db,9.408,warm,0,15,0.0681,0,0
954c7c2eee617c09,course_material,ebda7aa381564c63,84.3,warm,0,17,0.035,0,0
6da32eb277fdd2a8,assignment,8bd851da6e564289,8.516,warm,0,0,0.0188,0,0
efbb3e938b06230d,course_material,269c42ec6a2edad8,215.746,warm,1,7,0.0265,0,0
8e3fcd5207490688,archive,,3.345,warm,1,2,0.0,0,0
d528ec0d2a709c28,media,b5502d580cc06b77,5.85,warm,0,999,0.0295,0,0
0b7979091b18d5ff,media,92998c14935b8b6e,22.362,warm,0,60,0.0302,0,0
acd8d76083ac3a6e,assignment,1514acdea4b17a47,3.94,warm,0,32,0.0626,0,0
9c4f835247d911f3,assignment,04cc333ee6cf3edb,4.832,warm,0,0,0.0331,1,1
090d0a7193ceabd0,grades,4fc300301db590a0,40.0,warm,0,30,0.0379,0,0
46f2712703ffcc96,media,b226579cff6a8ae6,171.989,warm,0,999,0.0254,0,0
8873f4e14d54b462,exam_material,2306ffc537533f15,0.877,warm,0,999,0.0206,0,0
3d03f36d4007afb4,course_material,4afa3e3588323fe0,5.971,hot,1,0,0.053,1,1
14667b84efcbcca5,media,b5502d580cc06b77,3.667,warm,0,26,0.0295,0,0
2a5485b20a87537a,system_log,,9.885,hot,0,999,0.0,0,0
6aaee39699e8a20e,course_material,3eb1b71d66eef466,1.744,hot,0,0,0.018,0,0
303df847d229b20a,media,86cd05b4dc69d310,4.914,warm,0,999,0.0192,0,0
13d344df34616685,exam_material,1bec4f70b5f55e86,197.852,warm,0,0,0.1348,0,0
c46df68a92c59d58,course_material,87c843a9dd319456,2.988,hot,1,0,0.0298,1,1
532df3e69e3be8de,course_material,0eb45c13ab06ea00,4.482,hot,0,11,0.0508,0,0
30ffd4000c02042a,assignment,42868bfb3fd8394e,2.774,warm,1,2,0.0258,0,0
eab3ec0337818982,course_material,4b308067923f2085,7.037,hot,0,0,0.0203,0,0
a7dba3e009e718f5,course_material,0c7f63d243def603,2.907,hot,3,0,0.0365,0,0
0fe304d1b2e0f7cf,course_material,10061a32f07d6e64,112.749,warm,0,999,0.0203,0,0
d6f9e3224288a1e8,system_log,,93.44,warm,0,0,0.0,0,0
df86045ce76a5eb1,system_log,,9.206,hot,0,23,0.0,0,0
d277f281166e27f4,system_log,,2.073,hot,0,0,0.0,1,1
b545bae2686131ca,course_material,98e039659042f0d5,6.061,hot,0,16,0.0199,0,0
98ba2507141eac16,media,c15f5b32f70f20b2,3.362,warm,0,23,0.0199,0,0
9eba1a1b47a3d91c,course_material,edb7afe9133b3be0,4.886,hot,0,0,0.018,1,1
a12d2c11391aa6e4,assignment,a7d6eb92e216d6bc,8.134,warm,0,999,0.0273,0,0
c94e5991092d8c38,course_material,e83047c239389e78,2.666,hot,0,30,0.0239,0,0
9367a7dca1948ca5,media,4f37a4e4f88f03f2,5.702,warm,0,0,0.0372,0,0
af50468ddfae4e7f,assignment,4e3a635cec6cfd05,1.356,warm,0,38,0.0398,0,0
c8516ee73f36b495,course_material,8e78469a70315cf6,0.809,hot,0,36,0.0199,0,0
0cf90673e6a7b40c,media,fdbfec5902c59f51,7.929,warm,0,12,0.0247,0,0
1a3fe5534492ebfd,course_material,905b73469fcb56db,11.905,hot,1,1,0.0681,0,0
41deceffbb5e0ea8,assignment,313f4a2d57b23755,1.854,warm,1,1,0.0313,0,0
36426145f3b6bf0a,system_log,,4.455,hot,0,11,0.0,0,0
2aa5647508328ed8,course_material,4437339296537a4b,86.945,warm,0,0,0.0306,0,0
b1f22f9f4f84f3c6,system_log,,39.954,hot,0,0,0.0,1,1
5cd192e4a33a57dd,course_selection_data,eb8855d0fd523e13,3.143,hot,0,618,0.0147,0,0
070d5819d4682d58,archive,,4.165,warm,0,999,0.0,0,0
d873f6c412a36717,course_material,a7d6eb92e216d6bc,8.428,hot,0,38,0.0273,0,0
37bc6575f0d45612,media,7dcd0b7f5c539a77,3.518,warm,0,999,0.0225,0,0
70141c95a6a80af7,assignment,97830a98ab463399,68.391,warm,1,1,0.0317,0,0
18a14e5f67af66a7,grades,0c7f63d243def603,3.306,hot,0,500,0.0365,0,0
a826c66edf0372af,course_material,21594e5a92cee062,59.839,warm,1,0,0.0221,1,1
3d7b5e442a7011bb,course_material,6b853ea18685d4d0,2.404,hot,0,0,0.0228,1,1
136d27b531afc085,media,16b813329acd83c5,3.703,warm,0,19,0.039,0,0
e35083c85341732e,media,8528d71804a08a5f,7.396,warm,0,999,0.0302,0,0
0f6e47ebc08dc71d,course_material,e9bd82c2fe6ff3ff,6.458,hot,0,29,0.056,0,0
989a6cbedecdd139,media,cea688b9a6d67583,6.468,warm,1,0,0.1083,0,0
fb5041afdfce59a2,course_material,99f50e96f7fcfbe0,12.913,hot,1,7,0.0103,0,0
a27194817d681c02,course_material,90eae1b970a0a5e5,3.697,hot,0,36,0.0262,0,0
879aa3a5f33348f0,course_material,e02d3b996c65f950,14.183,hot,0,999,0.0107,0,0
dfa340738d68fe62,assignment,0eb45c13ab06ea00,3.204,warm,0,0,0.0508,0,0
a3a9fe5d2e24d983,assignment,a8c38132fabd2ef8,2.979,warm,1,2,0.0387,0,0
fcff4310d54afe5d,assignment,a8c38132fabd2ef8,90.526,warm,0,37,0.0387,0,0
29156ce6d5066486,course_material,46c7799ed9b1c3ad,5.777,hot,1,5,0.0199,0,0
add9d1f5876a6b08,assignment,a7637e7599c9e092,7.376,warm,0,999,0.0262,0,0
8e3717411fd9c4fb,assignment,facd0db042a6880c,68.466,warm,0,0,0.0781,0,0
37f98829a5f203dc,assignment,269c42ec6a2edad8,3.376,warm,0,999,0.0265,0,0
067a693c6158e168,media,facd0db042a6880c,48.124,warm,0,22,0.0781,0,0
e1027a2ae3ff795e,exam_material,369bf71d19d43f32,18.661,warm,0,37,0.0228,0,0
80b5810e406f9a55,course_material,a7637e7599c9e092,23.015,hot,0,0,0.0262,1,1
8dbc49344c4f980a,assignment,73913dd5aaafbe3e,19.448,warm,0,999,0.0453,0,0
0962ac05646a9c99,course_material,97830a98ab463399,11.393,hot,0,23,0.0317,0,0
7bd9cfea7d303091,system_log,,130.847,warm,0,29,0.0,0,0
719b52f2aa87ec1e,course_material,4b0ccc6d9f816453,108.421,warm,0,29,0.0494,0,0
52a1e61ca5ba9d2e,exam_material,72e034ba87b8602b,2.678,warm,0,0,0.0177,0,0
baae4426ae5070ff,assignment,3ad0c0074adf9ddc,87.514,warm,0,999,0.0343,0,0
e164d7f39ee8c922,exam_material,4ad7239b61242b1e,7.574,warm,0,0,0.0265,0,0
4441686b9fcb6f67,course_selection_data,1b0b3b46bbcefb4d,2.667,hot,0,60,0.0195,0,0
749e9181c1f5d909,system_log,,3.596,hot,0,0,0.0,0,0
3c452f609e825853,grades,4ad7239b61242b1e,2.863,hot,1,5,0.0265,0,0
1a79eb804fd485a8,grades,fe14fcf289decc72,11.595,hot,0,999,0.1963,0,0
8622dceab98fab1c,course_material,10d9b448e2877062,6.69,hot,0,15,0.0424,0,0
1250b09e6fcecf6f,assignment,c2e92f86d2f15aca,6.819,warm,1,3,0.1444,0,0
674959df9b497717,assignment,3ad0c0074adf9ddc,82.238,warm,0,36,0.0343,0,0
3a83f46da739cb19,media,2045b10062032292,16.2,warm,0,364,0.0339,0,0
9b78d3aa4db5744a,system_log,,6.912,hot,0,0,0.0,0,0
cae049581fb768cb,course_material,ace519f0040ddb57,2.06,hot,0,999,0.0188,0,0
9701d295e0d5bbfc,media,e9bd82c2fe6ff3ff,5.095,warm,0,422,0.056,0,0
b8bbe51097378deb,course_material,006d1f148aff6db1,2.363,hot,0,999,0.07,0,0
fa10b59d815cc0d2,course_material,e3d7132fc56c8b3b,3.161,hot,0,0,0.0541,0,0
dcb241abc7512a09,course_material,5a90572283e45a1f,57.307,warm,0,14,0.0262,0,0
f34e75845a19c5cb,media,4e3a635cec6cfd05,5.411,warm,0,701,0.0398,0,0
d48772ae1c7acb26,course_material,c868e5fe6181457c,14.663,hot,0,999,0.0225,0,0
9f666d5f166d79fa,course_material,a89bd2da427906fb,2.916,hot,0,0,0.0309,0,0
bc10527d1eabdafe,assignment,44301c57119a4762,69.221,warm,0,0,0.046,0,0
dca2567558559d16,media,937e072bbc67396d,3.083,warm,1,0,0.0302,0,0
69c270cd5ad7171d,media,73913dd5aaafbe3e,2.993,warm,1,1,0.0453,0,0
22ccd649ae8c7978,media,571a4b973a2dc01d,10.646,warm,0,8,0.0575,0,0
d1a3cc461c81e8a5,system_log,,2.201,hot,0,45,0.0,0,0
b3ecaacdabb9a58e,assignment,c57d15778e5aab79,5.268,warm,0,999,0.018,0,0
21c63c61a50b112a,assignment,905b73469fcb56db,136.118,warm,0,36,0.0681,0,0
e1f73381ace8a4df,media,a219e796a9bd3c17,14.742,warm,1,0,0.021,0,0
8f7bf84dc7f732b7,course_material,b8a382116cef6f0f,3.216,hot,0,0,0.0284,0,0
0cbf83f8a5fd6c6f,course_material,450452f44100459c,5.605,hot,0,0,0.0409,0,0
f6f02a34504e15e1,course_material,be96b3b644b24007,40.0,warm,0,19,0.0471,0,0
e4009695103b7e6d,course_material,eb8855d0fd523e13,10.803,hot,0,999,0.0147,0,0
d22242a6b76bdfe1,assignment,cc32e4da043d2b80,616.096,cold,0,33,0.0225,0,0
ecdcbf8acb4d43c1,system_log,,4.087,hot,0,0,0.0,0,0
d222bf0513dac46b,archive,,9.625,warm,0,40,0.0,0,0
1f6c2b69beefb5c2,assignment,d8351b48502d1aca,7.261,warm,0,23,0.0398,0,0
2baa1519965eb365,assignment,b8fb82845a12f89e,8.146,warm,0,30,0.0232,0,0
65880ebc44133203,system_log,,2.226,hot,1,0,0.0,0,0
40df2a2f690b2814,media,1830c9d78d3bfc1e,4.19,warm,0,0,0.0387,0,0
7492e9d3ce5d0654,course_material,d489ae66a6688343,8.461,hot,0,0,0.049,2,1
3d00490870edde1f,system_log,,11.896,hot,0,64,0.0,0,0
b2690c355966516b,assignment,4b308067923f2085,7.083,warm,0,15,0.0203,0,0
2f613df62f9bbb40,course_material,0eb45c13ab06ea00,7.158,hot,0,999,0.0508,0,0
39d295146bbcac8d,assignment,d053a538b3cac7db,137.784,warm,0,0,0.0354,0,0
c7138a41badce20c,course_material,6f3ad8f9400f7e09,4.068,hot,0,999,0.0221,0,0
6ee78c5d3e393a12,assignment,6509e55b2e67f798,607.932,cold,0,25,0.0147,0,0
065962946985ad98,assignment,269c42ec6a2edad8,8.727,warm,0,425,0.0265,0,0
141c4e6257a1230c,assignment,3a0a7d7b2e008f47,9.647,warm,0,145,0.0317,0,0
e012c79aeb00aeb8,system_log,,123.96,warm,0,437,0.0,0,0
af22c14e9ca7baae,course_material,b8a382116cef6f0f,9.087,hot,1,1,0.0284,0,0
d1c8b4e19cf22f29,media,4b0ccc6d9f816453,1.403,warm,0,0,0.0494,0,0
d675097f13b5cb82,course_material,4b0ccc6d9f816453,7.618,hot,0,15,0.0494,0,0
de645eb068394362,course_material,571a4b973a2dc01d,3.568,hot,0,0,0.0575,0,0
6d8df076a7996067,exam_material,1e549072c88f4cfd,1.874,warm,0,17,0.0162,0,0
8af147d921507c37,media,42868bfb3fd8394e,87.384,warm,0,0,0.0258,1,1
117206484866603d,course_material,2ab51ba76d228037,10.327,hot,1,0,0.0162,1,1
9cfa7660a7bf239b,system_log,,5.991,hot,0,0,0.0,0,0
b097aa31c655249d,assignment,1830c9d78d3bfc1e,6.738,warm,0,10,0.0387,0,0
b4a6a2ef82bf3fda,course_material,87bfbee40cad8e56,6.509,hot,0,999,0.0103,0,0
c940b50f1efa1f96,course_material,006d1f148aff6db1,4.286,hot,0,0,0.07,1,1
3662e588be179d0c,course_material,d8351b48502d1aca,12.121,hot,0,12,0.0398,0,0
1df7be6a62b2e79b,course_material,ea167491bafd6574,5.495,hot,0,0,0.0343,0,0
639fdb777f77c59c,media,a89bd2da427906fb,2.257,warm,0,0,0.0309,0,0
96bdc36b93ad3f4f,exam_material,ad783e60ac2607ce,11.541,warm,0,0,0.0239,0,0
a493b7e11bd9f6aa,course_material,2306ffc537533f15,2.579,hot,0,0,0.0206,0,0
8a1e03fc0a88068f,assignment,cc32e4da043d2b80,3.22,warm,1,2,0.0225,0,0
42e088b39d0b27b4,course_material,b27dc22a1a835178,23.625,hot,0,0,0.0125,0,0
0888c77b3616d76f,assignment,2306ffc537533f15,5.402,warm,0,30,0.0206,0,0
a1883a2245e9d05d,media,9067bea7b6dab176,2.388,warm,0,106,0.0254,0,0
9bb09e808eab7890,system_log,,81.515,warm,0,12,0.0,0,0
316b730242c66cf9,media,84ed49b0eb56c9e3,52.681,warm,0,0,0.0302,0,0
d5f63202016a41ba,archive,,3.808,warm,0,999,0.0,0,0
7f14629714d3e9da,media,42868bfb3fd8394e,7.593,warm,0,219,0.0258,0,0
5e4d8fa590088a0d,course_material,7dcd0b7f5c539a77,1261.441,cold,0,187,0.0225,0,0
ba8ee6c1c734a387,course_material,4b308067923f2085,4.497,hot,0,25,0.0203,0,0
df01bb9cacdaa110,course_material,321454a6a5662c85,83.945,warm,0,11,0.0162,0,0
e8f86d542d6b544f,course_material,3ad0c0074adf9ddc,150.537,warm,0,0,0.0343,0,0
c458f90f0810f182,media,ea1c483d095f25d7,7.461,warm,0,31,0.0438,0,0
8874945221a4b264,course_material,10d9b448e2877062,5.219,hot,0,145,0.0424,0,0
6bb25cfed13ceed7,course_material,fdbfec5902c59f51,5.425,hot,0,30,0.0247,0,0
bf7833d4a0a9af48,course_material,508990bd129fd8cd,3.045,hot,0,30,0.035,0,0
87e9d5223242f63d,media,4aed653dd3d2d86e,2.987,warm,0,0,0.0236,0,0
b6a94f27909bfda9,assignment,c13ed9ad1de59a20,3.823,warm,0,32,0.0365,0,0
47704924301d829e,assignment,e564501d558d12c6,6.029,warm,1,0,0.0328,0,0
73ad14764fe3c6c3,media,a04ed6ee985d5e5d,1.72,warm,0,24,0.0413,0,0
547da54284984132,assignment,1cb13ec9b34abfa2,4.653,warm,0,0,0.0538,0,0
2c541229cfd9c7c8,media,6b4a1b6567e87d0d,241.497,warm,0,999,0.0192,0,0
0814d2c69902fe1f,course_material,177222f35a6e6013,101.947,warm,0,999,0.0262,0,0
9f6882185df26d16,assignment,7d163412d4e81890,1.764,warm,0,999,0.025,0,0
d47435cc490cb0aa,grades,44301c57119a4762,198.849,warm,0,0,0.046,0,0
1ea06a83bc25b592,assignment,6f3ad8f9400f7e09,16.781,warm,0,0,0.0221,0,0
d634a46ffd122f64,media,2f886df320b2a187,4.868,warm,0,11,0.0317,0,0
e0cf1d2bc58a4567,media,ed095d9f0f86358e,15.801,warm,0,12,0.0505,0,0
d39b3dccb80f82d5,assignment,9c83efb51e845c9d,4.088,warm,1,5,0.0331,0,0
3504898b4ad08dad,assignment,eb29824e09b09b08,2.868,warm,1,1,0.0203,0,0
a416a8d18a9186df,system_log,,2.03,hot,0,40,0.0,0,0
ece308f192e2b13d,exam_material,f4e740b82318df49,5.712,warm,0,0,0.0317,0,0
7e888524be6c70cc,media,9067bea7b6dab176,5.782,warm,0,785,0.0254,0,0
546d0160e0ecb5a2,media,1c2ae742e8a3617e,1.908,warm,0,0,0.0206,0,0
e28f18d5c574bdc1,grades,b89f422d8a9f62ac,3.831,hot,0,999,0.021,0,0
78d5854d07b9d7c6,media,0ef99458a0d0bd10,487.985,cold,0,14,0.011,0,0
49f4fe14e849b3aa,assignment,3d2ee09f62a44aef,434.444,cold,0,0,0.0376,0,0
6a12f5ba104aef57,exam_material,c2e92f86d2f15aca,7.035,warm,0,0,0.1444,0,0
cb4a68218a9fb134,media,4afa3e3588323fe0,69.705,warm,0,999,0.053,0,0
74f0c16aafa48374,course_material,571a4b973a2dc01d,5.177,hot,0,999,0.0575,0,0
3f22416afb77aac1,system_log,,5.458,hot,0,188,0.0,0,0
c2c3eb6989ae0d0c,assignment,84ed49b0eb56c9e3,4.403,warm,0,22,0.0302,0,0
f07ae6f983a1dadb,exam_material,9067bea7b6dab176,17.79,warm,0,508,0.0254,0,0
1f4d356585f39009,course_material,2d7e8125d8eb7688,6.777,hot,1,1,0.0442,0,0
789c164126ae6dd4,course_material,73aef6cbddf3cde2,66.733,warm,0,16,0.0236,0,0
ebf1bee4358b918b,system_log,,136.466,warm,0,0,0.0,0,0
9ef94adb1e9b0b1d,course_material,cc32e4da043d2b80,34.52,hot,0,16,0.0225,0,0
eccdc9a506e5e47c,assignment,97830a98ab463399,444.292,cold,1,0,0.0317,0,0
b6c440d9c2b5ec2f,system_log,,4.054,hot,1,0,0.0,0,0
8f99ccf36c4f3745,course_material,3d2ee09f62a44aef,14.199,hot,0,0,0.0376,0,0
3c0536fd7fede89b,system_log,,16.446,hot,0,306,0.0,0,0
082fd2d4462989d3,system_log,,3.43,hot,0,30,0.0,0,0
0fed06bead73673a,assignment,b8fb82845a12f89e,39.99,warm,0,15,0.0232,0,0
d1f2abca5f27a662,system_log,,5.108,hot,0,0,0.0,0,0
6f4063897687b65e,exam_material,905b73469fcb56db,9.044,warm,0,0,0.0681,0,0
a0333359b956d3a4,media,ed1b15fcf854c750,5.277,warm,0,999,0.0483,0,0
82fb5c26b7e1246a,archive,,3.391,warm,0,30,0.0,0,0
cbd25c248e55c6a0,assignment,937e072bbc67396d,4.301,warm,0,0,0.0302,0,0
7cbaac122bcc68d1,course_material,41a30ea4acf8e23c,5.291,hot,0,0,0.0313,0,0
281688fdc42e77a5,assignment,b226579cff6a8ae6,2.875,warm,1,4,0.0254,0,0
87193446479995a6,course_material,2045b10062032292,0.741,hot,0,10,0.0339,0,0
e0518dc59fc757da,assignment,d053a538b3cac7db,12.167,warm,1,5,0.0354,0,0
bb551699761c2b01,system_log,,3.043,hot,0,10,0.0,0,0
83c9247cf1d439f6,course_material,97830a98ab463399,11.623,hot,1,2,0.0317,0,0
f38a18a251261a48,assignment,9e23419af015ecb3,8.008,warm,0,24,0.0232,0,0
6ef6e4892a8fa2e2,media,d414b2bc2db72d44,6.105,warm,1,4,0.0298,0,0
b333a28bdcf78fbb,archive,,130.696,warm,0,30,0.0,0,0
13f8a10a5a5c08f1,media,4ad7239b61242b1e,2.831,warm,0,421,0.0265,0,0
1d5d7189179843dc,course_material,e9ffd06158e6b10f,179.231,warm,1,0,0.0144,0,0
6c37d47f1975aaef,course_material,cea688b9a6d67583,90.593,warm,0,999,0.1083,0,0
8b75d14137210f33,media,0c7f63d243def603,4.686,warm,0,38,0.0365,0,0
4ba9d8f49f3646d2,course_material,1b0b3b46bbcefb4d,440.056,cold,0,0,0.0195,0,0
f5773e81233792fe,course_material,0eb45c13ab06ea00,19.329,hot,0,0,0.0508,0,0
400c3ffe2e0cd52e,grades,4afa3e3588323fe0,83.525,warm,0,0,0.053,0,0
bb1a83e18a84b1e0,course_material,ce2da181e736d848,4.024,hot,0,342,0.0276,0,0
f7846967d44daf7e,assignment,0eb45c13ab06ea00,8.944,warm,0,33,0.0508,0,0
2ca7cc67b16c8d0a,assignment,8632e76d6f0cf7f8,13.464,warm,0,304,0.0453,0,0
6a3e1ecc9e9447fb,media,269c42ec6a2edad8,64.753,warm,0,0,0.0265,0,0
785dc9c51e589ca4,system_log,,3.284,hot,1,5,0.0,0,0
5f1bde187327cc57,course_material,1b0b3b46bbcefb4d,170.188,warm,1,1,0.0195,0,0
e0f7b4f3cf55231e,assignment,6b853ea18685d4d0,7.685,warm,1,0,0.0228,1,1
2fe0ccbe32329886,course_material,4b0ccc6d9f816453,2.71,hot,1,2,0.0494,0,0
8c942f0a7680204f,assignment,571a4b973a2dc01d,6.571,warm,0,35,0.0575,0,0
e1103acfdd5f31c8,media,e9ffd06158e6b10f,21.09,warm,0,28,0.0144,0,0
38963f2d306043a8,media,25fb5f44e017c692,4.968,warm,0,0,0.0192,0,0
b340e8607af652f1,media,7323f444df5a6c4a,59.513,warm,0,311,0.0416,0,0
d103112165de72b9,course_material,ace519f0040ddb57,6.079,hot,0,999,0.0188,0,0
8598e0458f88c00f,media,4558b3561c62c313,121.6,warm,0,999,0.0354,0,0
90a75af57f43c758,media,0369c88da0a3b814,12.599,warm,1,0,0.018,0,0
2e276da50147ece2,assignment,df07e71c81471091,13.973,warm,0,31,0.0214,0,0
a8df49cbcf1d3091,course_material,80ee204f4fa5ae48,176.015,warm,0,12,0.0239,0,0
51a7cd472035ef84,assignment,ea48983b25c40b91,5.121,warm,0,0,0.0158,1,1
93451aa08023ed6b,system_log,,1.948,hot,0,0,0.0,0,0
d3c8e69049c9a13a,course_material,be596d11ed3a15eb,10.154,hot,0,27,0.0258,0,0
5a79b96ec12a38a9,system_log,,10.401,hot,0,429,0.0,0,0
47aef553ce6e2840,assignment,8a8b7e88b52d90f7,7.023,warm,0,0,0.0361,0,0
175d03dc39812395,assignment,4f37a4e4f88f03f2,12.496,warm,0,0,0.0372,0,0
4156eeea06bb277f,media,7323f444df5a6c4a,12.153,warm,0,999,0.0416,0,0
e559a4d23c4ef496,assignment,42868bfb3fd8394e,2.998,warm,1,0,0.0258,0,0
2856d2e8dda82eda,course_material,4afa3e3588323fe0,90.774,warm,0,746,0.053,0,0
18d4a304261318bc,course_selection_data,4b49f809c25348f7,51.132,warm,0,431,0.028,0,0
56c4af31f18d9108,exam_material,af8389cbb937077f,11.09,warm,0,142,0.0177,0,0
d109226d9d3b0b3d,grades,4f37a4e4f88f03f2,9.702,hot,0,0,0.0372,0,0
5f16d3b65b501646,course_material,a7637e7599c9e092,179.09,warm,0,10,0.0262,0,0
daf2233b27c14f5e,course_material,4afa3e3588323fe0,149.565,warm,0,0,0.053,0,0
54634756fe62066e,media,c013b8e05e61c010,3.838,warm,0,0,0.0243,0,0
f1d42dce65957f7c,course_material,2be210c5af540cc7,3.172,hot,0,0,0.0228,0,0
7748b1334961095d,course_material,f4e740b82318df49,12.774,hot,0,26,0.0317,0,0
93acd6f92ba4e172,course_material,2fdb2d657a683697,7.799,hot,0,999,0.0173,0,0
9281f7bef64cbf64,media,571a4b973a2dc01d,26.111,warm,0,33,0.0575,0,0
dd2acb2df45ade4e,course_material,edb7afe9133b3be0,4.626,hot,0,0,0.018,0,0
ee142be7e35a9a08,course_material,571a4b973a2dc01d,14.674,hot,0,18,0.0575,0,0
0cc68409e3a2f428,course_material,6f3ad8f9400f7e09,2.508,hot,0,8,0.0221,0,0
72a8cf610110bf0f,system_log,,77.051,warm,1,1,0.0,0,0
d1704b6c5600f43e,system_log,,123.738,warm,0,103,0.0,0,0
b13f012347da4bd6,exam_material,fe14fcf289decc72,24.44,warm,0,999,0.1963,0,0
94d852293ae486dc,assignment,4aed653dd3d2d86e,22.858,warm,0,18,0.0236,0,0
f1b3110691a3cd9e,media,3200d75262e73d53,20.915,warm,0,0,0.014,0,0
977db2935416ccb7,archive,,4.843,warm,0,999,0.0,0,0
c9ce83b05899ea11,assignment,73aef6cbddf3cde2,1.356,warm,0,17,0.0236,0,0
c7341ec4bc5514bc,assignment,cea688b9a6d67583,1.631,warm,0,0,0.1083,0,0
836eb2404670c862,media,1c2ae742e8a3617e,10.946,warm,0,216,0.0206,0,0
