date,phase,requests,writes,avg_resp_ms,distinct_objects,distinct_users,write_rate
2024-12-11,regular,5144,311,82.01,3527,3627,0.0605
2024-12-12,regular,4838,296,81.86,3436,3470,0.0612
2024-12-13,regular,3619,237,81.83,2549,2776,0.0655
2024-12-14,regular,2027,103,81.95,1468,1730,0.0508
2024-12-15,regular,1426,105,82.07,1069,1263,0.0736
2024-12-16,regular,4280,270,82.05,3052,3185,0.0631
2024-12-17,regular,4091,273,81.9,2896,3114,0.0667
2024-12-18,regular,4486,275,82.02,3131,3270,0.0613
2024-12-19,regular,3848,210,82.08,2704,2880,0.0546
2024-12-20,regular,5227,311,82.0,3614,3630,0.0595
2024-12-21,regular,1459,90,81.99,1083,1286,0.0617
2024-12-22,regular,1703,95,81.95,1242,1474,0.0558
2024-12-23,regular,4880,278,82.16,3427,3476,0.057
2024-12-24,regular,4316,245,81.97,3051,3170,0.0568
2024-12-25,regular,3652,201,81.9,2544,2785,0.055
2024-12-26,regular,3787,212,82.16,2650,2865,0.056
2024-12-27,regular,3607,223,81.8,2548,2754,0.0618
2024-12-28,regular,1545,88,81.82,1113,1352,0.057
2024-12-29,regular,1645,104,82.12,1210,1464,0.0632
2024-12-30,regular,4431,270,81.93,3111,3230,0.0609
2024-12-31,regular,3448,189,81.94,2433,2672,0.0548
2025-01-01,regular,3965,214,81.96,2832,2980,0.054
2025-01-02,regular,4257,254,82.08,2969,3148,0.0597
2025-01-03,regular,4017,226,82.07,2860,3016,0.0563
2025-01-04,regular,1850,91,82.04,1364,1593,0.0492
2025-01-05,regular,1730,106,81.96,1268,1516,0.0613
2025-01-06,exam,13794,1643,222.75,9242,6824,0.1191
2025-01-07,exam,13539,1608,223.0,9089,6767,0.1188
2025-01-08,exam,12133,1432,222.99,8417,6270,0.118
2025-01-09,exam,14828,1748,222.72,9917,7086,0.1179
2025-01-10,exam,14724,1757,222.99,9905,7051,0.1193
2025-01-11,exam,10439,1200,223.02,7241,5805,0.115
2025-01-12,exam,7874,937,222.97,5574,4901,0.119
2025-01-13,exam,16695,1989,222.87,11055,7511,0.1191
2025-01-14,exam,17789,2052,222.98,11829,7737,0.1154
2025-01-15,exam,13787,1608,222.85,9308,6850,0.1166
2025-01-16,regular,3643,227,82.05,2564,2774,0.0623
2025-01-17,regular,4746,289,81.95,3326,3410,0.0609
2025-01-18,regular,1427,78,82.31,1041,1271,0.0547
2025-01-19,regular,1691,104,82.03,1209,1477,0.0615
2025-01-20,regular,4450,265,82.01,3109,3238,0.0596
2025-01-21,regular,3855,223,81.81,2696,2896,0.0578
2025-01-22,regular,4701,284,82.03,3303,3412,0.0604
2025-01-23,regular,4912,270,81.91,3473,3549,0.055
2025-01-24,regular,3741,230,82.09,2623,2840,0.0615
2025-01-25,regular,1757,110,81.91,1300,1532,0.0626
2025-01-26,regular,1530,89,81.91,1112,1357,0.0582
2025-01-27,vacation,1101,96,30.95,736,997,0.0872
2025-01-28,vacation,958,86,31.08,675,866,0.0898
2025-01-29,vacation,1187,98,31.07,816,1084,0.0826
2025-01-30,vacation,921,71,31.03,595,862,0.0771
2025-01-31,vacation,905,81,31.1,619,834,0.0895
2025-02-01,vacation,1171,111,31.0,814,1050,0.0948
2025-02-02,vacation,829,64,31.07,580,777,0.0772
2025-02-03,vacation,959,98,31.01,665,889,0.1022
2025-02-04,vacation,1160,95,31.05,810,1064,0.0819
2025-02-05,vacation,837,81,30.97,575,779,0.0968
2025-02-06,vacation,1151,112,31.0,775,1050,0.0973
2025-02-07,vacation,1619,134,31.02,1110,1407,0.0828
2025-02-08,vacation,1062,92,31.04,734,964,0.0866
2025-02-09,vacation,1277,113,30.91,857,1149,0.0885
2025-02-10,vacation,1082,100,30.98,735,988,0.0924
2025-02-11,vacation,1163,80,30.98,791,1070,0.0688
2025-02-12,vacation,877,86,31.04,608,804,0.0981
2025-02-13,vacation,1305,109,31.12,894,1182,0.0835
2025-02-14,vacation,1064,80,31.09,723,966,0.0752
2025-02-15,vacation,1281,119,31.1,891,1130,0.0929
2025-02-16,vacation,1253,124,31.05,834,1151,0.099
2025-02-17,vacation,977,96,31.07,650,897,0.0983
2025-02-18,vacation,1125,87,30.92,754,1006,0.0773
2025-02-19,vacation,1129,87,31.04,771,1021,0.0771
2025-02-20,vacation,1047,98,31.09,727,966,0.0936
2025-02-21,vacation,1240,110,31.05,837,1113,0.0887
2025-02-22,vacation,1000,85,31.08,678,908,0.085
2025-02-23,vacation,1015,88,30.95,691,920,0.0867
2025-02-24,start,8517,1110,187.02,5554,5132,0.1303
2025-02-25,start,7197,986,186.96,4791,4550,0.137
2025-02-26,start,6225,858,186.66,4267,4205,0.1378
2025-02-27,start,7616,1078,187.17,5073,4676,0.1415
2025-02-28,start,7617,1055,187.15,5027,4758,0.1385
2025-03-01,start,3746,501,187.13,2630,2878,0.1337
2025-03-02,start,3216,436,187.11,2205,2506,0.1356
2025-03-03,start,8087,1092,187.19,5351,4985,0.135
2025-03-04,start,6961,988,187.35,4605,4524,0.1419
2025-03-05,start,6205,885,187.13,4172,4155,0.1426
2025-03-06,selection,18017,2505,285.13,11458,7825,0.139
2025-03-07,selection,20434,2880,284.96,12816,8165,0.1409
2025-03-08,selection,16730,2386,285.2,10620,7443,0.1426
2025-03-09,selection,16632,2315,284.79,10641,7431,0.1392
2025-03-10,selection,17834,2463,285.14,11334,7779,0.1381
2025-03-11,selection,18351,2593,285.2,11595,7850,0.1413
2025-03-12,selection,18491,2554,285.19,11512,7934,0.1381
2025-03-13,regular,4256,255,81.82,3021,3142,0.0599
2025-03-14,regular,5053,271,81.68,3519,3628,0.0536
2025-03-15,regular,1607,108,82.11,1167,1413,0.0672
2025-03-16,regular,1358,92,82.19,976,1209,0.0677
2025-03-17,regular,4906,323,81.4,3452,3560,0.0658
2025-03-18,regular,4596,257,81.89,3228,3348,0.0559
2025-03-19,regular,4661,273,82.08,3248,3431,0.0586
2025-03-20,regular,4438,286,81.99,3131,3243,0.0644
2025-03-21,regular,3945,240,82.05,2776,2982,0.0608
2025-03-22,regular,1547,92,82.1,1128,1362,0.0595
2025-03-23,regular,1327,75,82.18,966,1175,0.0565
2025-03-24,regular,3978,245,81.95,2785,2981,0.0616
2025-03-25,regular,5054,286,82.01,3551,3596,0.0566
2025-03-26,regular,4543,264,81.8,3115,3304,0.0581
2025-03-27,regular,4500,267,81.72,3175,3291,0.0593
2025-03-28,regular,4170,213,82.1,2921,3079,0.0511
2025-03-29,regular,1542,87,82.04,1134,1333,0.0564
2025-03-30,regular,1441,89,82.07,1047,1302,0.0618
2025-03-31,regular,5839,371,82.04,4092,4000,0.0635
2025-04-01,regular,5182,318,82.02,3570,3632,0.0614
2025-04-02,regular,4162,245,82.14,2915,3085,0.0589
2025-04-03,regular,3392,214,81.9,2397,2681,0.0631
2025-04-04,regular,4097,228,82.04,2825,3076,0.0557
2025-04-05,regular,1580,91,82.21,1152,1376,0.0576
2025-04-06,regular,1471,97,81.97,1062,1281,0.0659
2025-04-07,regular,4831,294,82.13,3379,3512,0.0609
2025-04-08,regular,4581,253,81.95,3208,3339,0.0552
2025-04-09,regular,4709,289,82.02,3293,3371,0.0614
2025-04-10,regular,4653,261,82.04,3230,3368,0.0561
2025-04-11,regular,4392,250,82.03,3015,3196,0.0569
2025-04-12,regular,1938,95,82.11,1359,1672,0.049
2025-04-13,regular,1855,96,81.96,1331,1596,0.0518
2025-04-14,regular,3809,227,82.06,2721,2912,0.0596
2025-04-15,regular,3988,223,81.96,2802,2992,0.0559
2025-04-16,regular,4376,288,81.91,3078,3190,0.0658
2025-04-17,regular,4788,275,82.06,3300,3437,0.0574
2025-04-18,regular,3998,225,82.02,2788,3051,0.0563
2025-04-19,regular,1556,102,82.22,1129,1346,0.0656
2025-04-20,regular,1743,107,81.76,1271,1510,0.0614
2025-04-21,regular,4076,264,82.12,2883,3062,0.0648
2025-04-22,regular,4647,235,81.85,3303,3360,0.0506
2025-04-23,regular,4776,296,82.13,3344,3410,0.062
2025-04-24,regular,4282,244,81.92,2972,3157,0.057
2025-04-25,regular,4055,255,82.06,2825,3040,0.0629
2025-04-26,regular,1598,94,82.0,1180,1387,0.0588
2025-04-27,regular,1492,85,82.01,1074,1320,0.057
2025-04-28,regular,3667,220,81.86,2642,2792,0.06
2025-04-29,regular,4179,229,81.8,2946,3131,0.0548
2025-04-30,regular,4985,260,82.03,3541,3541,0.0522
2025-05-01,regular,3933,233,82.04,2742,2968,0.0592
2025-05-02,regular,3559,193,82.15,2508,2766,0.0542
2025-05-03,regular,1690,114,82.06,1212,1436,0.0675
2025-05-04,regular,1426,71,81.96,1054,1265,0.0498
2025-05-05,regular,4582,265,82.04,3166,3328,0.0578
2025-05-06,regular,4688,241,82.05,3289,3386,0.0514
2025-05-07,regular,3828,236,82.02,2700,2899,0.0617
2025-05-08,regular,4421,245,82.05,3118,3214,0.0554
2025-05-09,regular,3707,220,82.01,2619,2869,0.0593
2025-05-10,regular,1874,83,81.83,1375,1620,0.0443
2025-05-11,regular,1696,95,81.93,1229,1473,0.056
2025-05-12,regular,5044,303,82.04,3492,3564,0.0601
2025-05-13,regular,3914,225,81.85,2742,2953,0.0575
2025-05-14,regular,3976,249,82.08,2805,2927,0.0626
2025-05-15,regular,4567,276,82.04,3089,3284,0.0604
2025-05-16,regular,4373,260,82.17,3054,3213,0.0595
2025-05-17,regular,1650,128,82.08,1216,1444,0.0776
2025-05-18,regular,1512,99,82.12,1096,1346,0.0655
2025-05-19,regular,4725,280,82.0,3317,3391,0.0593
2025-05-20,regular,4286,243,82.11,2981,3109,0.0567
2025-05-21,regular,5810,344,82.05,4041,3940,0.0592
2025-05-22,regular,4396,275,82.03,3070,3226,0.0626
2025-05-23,regular,5089,291,82.07,3565,3621,0.0572
2025-05-24,regular,1300,88,82.08,953,1155,0.0677
2025-05-25,regular,1986,98,82.16,1449,1701,0.0493
2025-05-26,regular,4331,261,82.1,3014,3130,0.0603
2025-05-27,regular,5175,309,82.0,3682,3646,0.0597
2025-05-28,regular,4538,248,82.04,3098,3274,0.0546
2025-05-29,regular,4228,245,81.96,2928,3133,0.0579
2025-05-30,regular,3741,217,82.0,2611,2865,0.058
2025-05-31,regular,1290,71,81.98,958,1159,0.055
2025-06-01,regular,1749,114,82.07,1248,1501,0.0652
2025-06-02,regular,3877,224,81.9,2678,2921,0.0578
2025-06-03,regular,4579,249,82.07,3198,3358,0.0544
2025-06-04,regular,5230,328,82.08,3624,3661,0.0627
2025-06-05,regular,5267,322,81.78,3655,3664,0.0611
2025-06-06,regular,5025,308,81.92,3531,3568,0.0613
2025-06-07,regular,1600,94,82.1,1178,1414,0.0588
2025-06-08,regular,1441,86,82.19,1054,1278,0.0597
2025-06-09,regular,4364,242,81.88,3056,3193,0.0555
2025-06-10,regular,4627,321,82.1,3286,3323,0.0694
2025-06-11,regular,4441,271,81.89,3078,3298,0.061
2025-06-12,regular,4975,324,81.86,3502,3493,0.0651
2025-06-13,regular,4287,271,82.14,2987,3184,0.0632
2025-06-14,regular,2139,124,82.05,1552,1799,0.058
2025-06-15,regular,1673,112,82.07,1237,1463,0.0669
2025-06-16,regular,4896,298,81.98,3416,3493,0.0609
2025-06-17,regular,4897,271,82.14,3394,3528,0.0553
2025-06-18,regular,4557,263,81.78,3165,3336,0.0577
2025-06-19,regular,4949,295,82.0,3421,3540,0.0596
2025-06-20,regular,4279,263,81.81,2969,3146,0.0615
2025-06-21,regular,1553,106,82.27,1148,1351,0.0683
2025-06-22,regular,1387,70,82.13,1005,1227,0.0505
2025-06-23,exam,15100,1793,223.12,10124,7104,0.1187
2025-06-24,exam,13360,1617,223.12,9028,6692,0.121
2025-06-25,exam,11799,1420,223.02,8085,6270,0.1203
2025-06-26,exam,14963,1760,223.22,10163,7053,0.1176
2025-06-27,exam,10626,1248,223.0,7312,5855,0.1174
2025-06-28,exam,9103,1066,223.37,6351,5357,0.1171
2025-06-29,exam,8695,1075,222.99,6107,5236,0.1236
2025-06-30,exam,14944,1721,223.22,10106,7111,0.1152
2025-07-01,exam,12001,1450,223.14,8226,6297,0.1208
2025-07-02,exam,15604,1820,223.17,10515,7290,0.1166
2025-07-03,regular,4937,298,82.09,3426,3502,0.0604
2025-07-04,regular,3708,199,82.15,2617,2853,0.0537
2025-07-05,regular,1727,92,81.75,1242,1486,0.0533
2025-07-06,regular,1342,74,82.1,997,1205,0.0551
2025-07-07,vacation,1024,89,31.01,686,948,0.0869
2025-07-08,vacation,1055,93,31.0,709,957,0.0882
2025-07-09,vacation,1186,106,31.01,808,1086,0.0894
2025-07-10,vacation,1134,89,31.09,751,1031,0.0785
2025-07-11,vacation,1350,118,31.1,887,1197,0.0874
2025-07-12,vacation,947,79,30.93,643,871,0.0834
2025-07-13,vacation,1009,84,31.01,701,935,0.0833
2025-07-14,vacation,1314,110,30.88,896,1163,0.0837
2025-07-15,vacation,1150,107,30.84,791,1056,0.093
2025-07-16,vacation,1200,110,31.06,820,1088,0.0917
2025-07-17,vacation,1324,102,30.94,911,1185,0.077
2025-07-18,vacation,1204,114,31.07,809,1095,0.0947
2025-07-19,vacation,1032,81,31.03,693,929,0.0785
2025-07-20,vacation,976,80,31.01,691,883,0.082
2025-07-21,vacation,1038,99,30.97,712,950,0.0954
2025-07-22,vacation,1233,107,31.1,801,1122,0.0868
2025-07-23,vacation,1136,93,30.89,771,1055,0.0819
2025-07-24,vacation,1273,111,30.95,880,1139,0.0872
2025-07-25,vacation,940,65,30.98,657,874,0.0691
2025-07-26,vacation,1004,87,31.05,676,913,0.0867
2025-07-27,vacation,1025,71,30.88,691,930,0.0693
2025-07-28,vacation,1276,112,31.02,868,1145,0.0878
2025-07-29,vacation,1181,102,30.95,819,1068,0.0864
2025-07-30,vacation,799,68,31.06,561,754,0.0851
2025-07-31,vacation,1122,105,30.87,792,1030,0.0936
2025-08-01,vacation,1139,96,30.99,797,1043,0.0843
2025-08-02,vacation,1226,104,31.01,827,1095,0.0848
2025-08-03,vacation,908,69,30.92,623,833,0.076
2025-08-04,vacation,1162,97,30.96,798,1050,0.0835
2025-08-05,vacation,1148,98,31.0,787,1037,0.0854
2025-08-06,vacation,1038,106,30.99,719,934,0.1021
2025-08-07,vacation,1335,115,31.03,903,1203,0.0861
2025-08-08,vacation,906,85,31.07,621,847,0.0938
2025-08-09,vacation,1194,101,30.95,806,1086,0.0846
2025-08-10,vacation,997,70,31.05,687,906,0.0702
2025-08-11,vacation,1311,121,31.03,898,1176,0.0923
2025-08-12,vacation,966,71,31.01,671,888,0.0735
2025-08-13,vacation,976,83,31.04,687,908,0.085
2025-08-14,vacation,1227,101,31.05,848,1098,0.0823
2025-08-15,vacation,1035,83,31.06,696,941,0.0802
2025-08-16,vacation,1296,95,31.1,880,1179,0.0733
2025-08-17,vacation,1387,120,30.89,946,1221,0.0865
2025-08-18,vacation,862,69,31.0,595,792,0.08
2025-08-19,vacation,1124,97,31.04,758,1028,0.0863
2025-08-20,vacation,1029,86,30.92,729,941,0.0836
2025-08-21,vacation,970,65,30.89,670,894,0.067
2025-08-22,vacation,1180,94,31.0,796,1072,0.0797
2025-08-23,vacation,1418,119,30.89,930,1245,0.0839
2025-08-24,vacation,954,78,31.01,675,876,0.0818
2025-08-25,vacation,1199,116,31.06,824,1088,0.0967
2025-08-26,vacation,1029,95,31.12,710,944,0.0923
2025-08-27,vacation,1056,100,31.04,740,968,0.0947
2025-08-28,vacation,1456,117,30.97,970,1286,0.0804
2025-08-29,vacation,1298,120,31.07,881,1149,0.0924
2025-08-30,vacation,1212,90,31.04,856,1115,0.0743
2025-08-31,vacation,972,90,31.06,660,896,0.0926
2025-09-01,start,6715,937,187.11,4495,4342,0.1395
2025-09-02,start,6668,934,186.92,4521,4323,0.1401
2025-09-03,start,9380,1245,186.96,6256,5473,0.1327
2025-09-04,start,7026,987,187.09,4691,4483,0.1405
2025-09-05,start,6189,920,186.95,4130,4186,0.1487
2025-09-06,start,3399,474,186.95,2318,2629,0.1395
2025-09-07,start,3129,407,186.8,2175,2511,0.1301
2025-09-08,start,7050,1011,186.86,4671,4476,0.1434
2025-09-09,start,6693,949,187.28,4496,4445,0.1418
2025-09-10,start,7301,1027,186.77,4823,4585,0.1407
2025-09-11,selection,17092,2364,284.77,10893,7610,0.1383
2025-09-12,selection,15991,2268,285.09,10199,7405,0.1418
2025-09-13,selection,13169,1823,285.14,8565,6677,0.1384
2025-09-14,selection,14462,2106,285.01,9414,6974,0.1456
2025-09-15,selection,18862,2660,284.77,11835,7944,0.141
2025-09-16,selection,16175,2260,284.78,10352,7396,0.1397
2025-09-17,selection,19299,2708,285.11,12154,8018,0.1403
2025-09-18,regular,5221,303,81.98,3641,3680,0.058
2025-09-19,regular,4601,287,82.09,3175,3313,0.0624
2025-09-20,regular,1743,116,81.98,1243,1538,0.0666
2025-09-21,regular,1548,87,82.13,1124,1343,0.0562
2025-09-22,regular,4289,226,81.94,3014,3130,0.0527
2025-09-23,regular,4337,244,82.01,3018,3181,0.0563
2025-09-24,regular,5069,315,81.92,3630,3576,0.0621
2025-09-25,regular,4560,278,81.67,3217,3332,0.061
2025-09-26,regular,4670,258,82.06,3262,3391,0.0552
2025-09-27,regular,1912,124,82.15,1381,1633,0.0649
2025-09-28,regular,1439,72,82.07,1034,1267,0.05
2025-09-29,regular,5709,325,82.05,3971,3913,0.0569
2025-09-30,regular,4598,273,82.17,3245,3345,0.0594
2025-10-01,vacation,1022,96,31.06,712,929,0.0939
2025-10-02,vacation,1101,90,31.04,781,1012,0.0817
2025-10-03,vacation,982,94,31.01,678,902,0.0957
2025-10-04,vacation,1131,92,31.12,779,1021,0.0813
2025-10-05,vacation,1017,84,31.06,705,942,0.0826
2025-10-06,vacation,973,71,31.08,668,882,0.073
2025-10-07,vacation,1108,95,31.0,757,1004,0.0857
2025-10-08,regular,4361,249,81.88,3024,3199,0.0571
2025-10-09,regular,5182,302,81.92,3615,3631,0.0583
2025-10-10,regular,4621,257,82.01,3198,3327,0.0556
2025-10-11,regular,1488,86,82.04,1093,1326,0.0578
2025-10-12,regular,1855,116,82.18,1358,1586,0.0625
2025-10-13,regular,4635,279,82.14,3235,3394,0.0602
2025-10-14,regular,4103,226,81.89,2892,3078,0.0551
2025-10-15,regular,4260,227,81.97,2982,3174,0.0533
2025-10-16,regular,4682,261,82.09,3306,3378,0.0557
2025-10-17,regular,4170,252,82.02,2949,3085,0.0604
2025-10-18,regular,1691,98,82.17,1259,1467,0.058
2025-10-19,regular,1403,83,81.9,1046,1266,0.0592
2025-10-20,regular,4496,276,81.91,3130,3260,0.0614
2025-10-21,regular,4371,250,81.93,3051,3177,0.0572
2025-10-22,regular,4413,266,82.1,3109,3225,0.0603
2025-10-23,regular,4501,260,82.12,3149,3204,0.0578
2025-10-24,regular,4452,239,81.99,3126,3271,0.0537
2025-10-25,regular,1553,87,81.94,1091,1361,0.056
2025-10-26,regular,1733,96,82.31,1220,1506,0.0554
2025-10-27,regular,4931,299,82.1,3474,3502,0.0606
2025-10-28,regular,4221,264,82.01,2965,3112,0.0625
2025-10-29,regular,4933,305,82.09,3450,3512,0.0618
2025-10-30,regular,5237,313,82.1,3651,3667,0.0598
2025-10-31,regular,4853,318,82.2,3364,3453,0.0655
2025-11-01,regular,1667,95,82.01,1228,1454,0.057
2025-11-02,regular,1423,84,81.85,1053,1269,0.059
2025-11-03,regular,3807,241,82.13,2726,2853,0.0633
2025-11-04,regular,4113,278,82.06,2885,3045,0.0676
2025-11-05,regular,4768,282,82.03,3324,3452,0.0591
2025-11-06,regular,3832,248,82.07,2693,2931,0.0647
2025-11-07,regular,4495,302,82.01,3179,3279,0.0672
2025-11-08,regular,1891,113,82.16,1383,1614,0.0598
2025-11-09,regular,1341,88,82.24,970,1205,0.0656
2025-11-10,regular,5253,313,82.01,3661,3704,0.0596
2025-11-11,regular,4306,238,82.03,2997,3215,0.0553
2025-11-12,regular,4463,236,81.94,3163,3217,0.0529
2025-11-13,regular,4261,243,82.08,2956,3159,0.057
2025-11-14,regular,4635,244,82.12,3277,3301,0.0526
2025-11-15,regular,1772,95,82.12,1287,1550,0.0536
2025-11-16,regular,1630,99,81.99,1187,1407,0.0607
2025-11-17,regular,3368,217,81.96,2394,2630,0.0644
2025-11-18,regular,5508,304,81.69,3887,3794,0.0552
2025-11-19,regular,4520,280,82.04,3155,3297,0.0619
2025-11-20,regular,4745,268,82.11,3288,3361,0.0565
2025-11-21,regular,4581,302,81.82,3227,3290,0.0659
2025-11-22,regular,2042,126,81.84,1471,1725,0.0617
2025-11-23,regular,1299,78,81.81,942,1165,0.06
2025-11-24,regular,4637,287,81.97,3253,3360,0.0619
2025-11-25,regular,4840,277,81.89,3415,3489,0.0572
2025-11-26,regular,5990,372,82.09,4179,4114,0.0621
2025-11-27,regular,4817,289,82.09,3395,3443,0.06
2025-11-28,regular,4703,269,82.07,3332,3366,0.0572
2025-11-29,regular,1459,87,81.85,1074,1287,0.0596
2025-11-30,regular,1709,101,82.21,1249,1484,0.0591
2025-12-01,regular,4695,260,81.91,3323,3359,0.0554
2025-12-02,regular,4246,253,81.89,3002,3169,0.0596
2025-12-03,regular,4287,249,82.11,3025,3184,0.0581
2025-12-04,regular,5195,301,82.08,3647,3626,0.0579
2025-12-05,regular,3968,239,81.84,2756,3004,0.0602
2025-12-06,regular,1756,112,81.76,1289,1521,0.0638
2025-12-07,regular,1472,95,82.05,1101,1316,0.0645
2025-12-08,regular,4526,278,81.9,3148,3307,0.0614
2025-12-09,regular,4311,235,81.8,3029,3167,0.0545
2025-12-10,regular,4193,234,81.96,2965,3125,0.0558
2025-12-11,regular,4913,288,81.91,3400,3514,0.0586
2025-12-12,regular,4595,265,82.06,3252,3310,0.0577
2025-12-13,regular,1553,86,81.96,1143,1374,0.0554
2025-12-14,regular,1685,111,82.07,1211,1441,0.0659
2025-12-15,regular,3975,252,81.89,2778,2960,0.0634
2025-12-16,regular,4032,256,82.06,2844,3021,0.0635
2025-12-17,regular,5333,303,81.86,3705,3744,0.0568
2025-12-18,regular,4570,275,81.79,3234,3324,0.0602
2025-12-19,regular,5531,337,82.01,3880,3820,0.0609
2025-12-20,regular,1743,97,81.9,1273,1518,0.0557
2025-12-21,regular,1527,83,82.11,1139,1344,0.0544
2025-12-22,exam,12694,1475,223.12,8605,6426,0.1162
2025-12-23,exam,14403,1689,223.26,9774,6945,0.1173
2025-12-24,exam,15284,1821,223.11,10271,7205,0.1191
2025-12-25,exam,13505,1583,223.21,9088,6635,0.1172
2025-12-26,exam,14465,1643,222.91,9711,6912,0.1136
2025-12-27,exam,7938,960,223.18,5558,4885,0.1209
2025-12-28,exam,8318,1012,223.19,5824,5016,0.1217
2025-12-29,exam,14858,1755,223.1,9965,7067,0.1181
2025-12-30,exam,11438,1377,222.75,7764,6072,0.1204
2025-12-31,exam,17011,2046,222.85,11330,7521,0.1203
